id,canonical_name,primary_category,secondary_category,vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000
ptb_0548_lightly_upholstered_chair_occupied_front_side,"Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, average",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.7933,0.835,ptb,"PTB No. 548: Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, average",0.52,0.64,0.75,0.8,0.83,0.84,0.0
ptb_0549_lightly_upholstered_chair_unoccupied_front_si,"Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, average from smoothed curve",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,highly_absorptive,0.6033,0.61,ptb,"PTB No. 549: Lightly upholstered chair, unoccupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, average from smoothed curve",0.36,0.47,0.57,0.62,0.62,0.6,0.0
ptb_0550_lightly_upholstered_chair_occupied_front_side,"Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, average from smoothed curve",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.79,0.825,ptb,"PTB No. 550: Lightly upholstered chair, occupied, front side of seat back 1,5 cm, rear side of seat back 0, top of seat bottom 2,5 cm, arm rests solid, average from smoothed curve",0.51,0.64,0.75,0.8,0.82,0.83,0.0
ptb_0551_specially_upholstered_chair_unoccupied_front,"Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Mitaka, Concert Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,absorptive,0.4467,0.39,ptb,"PTB No. 551: Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Mitaka, Concert Hall",0.44,0.52,0.52,0.41,0.41,0.37,0.0
ptb_0552_specially_upholstered_chair_occupied_front_si,"Specially upholstered chair, occupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Mitaka, Concert Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.74,0.78,ptb,"PTB No. 552: Specially upholstered chair, occupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Mitaka, Concert Hall",0.51,0.64,0.72,0.74,0.76,0.8,0.0
ptb_0553_specially_upholstered_chair_unoccupied_front,"Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Tokyo, NNT Opera",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,absorptive,0.37,0.295,ptb,"PTB No. 553: Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Tokyo, NNT Opera",0.38,0.35,0.4,0.37,0.34,0.25,0.0
ptb_0554_specially_upholstered_chair_unoccupied_front,"Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Tokyo, T.O.C. Concert Hall",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,absorptive,0.3067,0.21,ptb,"PTB No. 554: Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Tokyo, T.O.C. Concert Hall",0.38,0.32,0.36,0.32,0.24,0.18,0.0
ptb_0555_specially_upholstered_chair_occupied_front_si,"Specially upholstered chair, occupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Tokyo, T.O.C. Concert Hall",Human & Crowd,human_audience_absorber,human_audience,human_audience_absorber,highly_absorptive,0.6567,0.7,ptb,"PTB No. 555: Specially upholstered chair, occupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, Tokyo, T.O.C. Concert Hall",0.44,0.58,0.62,0.67,0.68,0.72,0.0
ptb_0556_specially_upholstered_chair_unoccupied_front,"Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, average",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,absorptive,0.3767,0.3,ptb,"PTB No. 556: Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, average",0.4,0.4,0.43,0.37,0.33,0.27,0.0
ptb_0557_specially_upholstered_chair_unoccupied_front,"Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, average from smoothed curve",Furniture,upholstered_absorber,soft_furniture,upholstered_absorber,absorptive,0.3733,0.3,ptb,"PTB No. 557: Specially upholstered chair, unoccupied, front side of seat back 65 %, 2 cm, rear side of seat back 0, top of seat bottom 4-6 cm, arm rests solid, upholstery cushion is covered with a vinyl sheet reducing absorption at high frequencies, average from smoothed curve",0.35,0.4,0.41,0.38,0.33,0.27,0.0
ptb_0558_kunststoffolie_pvc_0_2_mm_dick_0_2_kg_m_2_gla,"Kunststoffolie, PVC, 0,2 mm dick, 0,2 kg/m^2, glatt gespannt, Luftraum 20 mm",Floor,plastic_vinyl_reflective,floor,plastic_vinyl_reflective,absorptive,0.3167,0.08,ptb,"PTB No. 558: Kunststoffolie, PVC, 0,2 mm dick, 0,2 kg/m^2, glatt gespannt, Luftraum 20 mm",0.0,0.0,0.64,0.19,0.12,0.04,0.0
ptb_0559_kunststoffolie_wie_b_1_1_1_pvc_0_2_mm_dick_0,"Kunststoffolie, wie b 1.1-1 [ PVC, 0,2 mm dick, 0,2 kg/m^2, glatt gespannt] jedoch Luftraum 100 mm",Floor,plastic_vinyl_reflective,floor,plastic_vinyl_reflective,reflective,0.0733,0.04,ptb,"PTB No. 559: Kunststoffolie, wie b 1.1-1 [ PVC, 0,2 mm dick, 0,2 kg/m^2, glatt gespannt] jedoch Luftraum 100 mm",0.0,0.01,0.05,0.1,0.07,0.01,0.0
ptb_0560_kunststoffolie_wie_b_1_1_1_pvc_0_2_mm_dick_0,"Kunststoffolie, wie b 1.1-1 [PVC, 0,2 mm dick, 0,2 kg/m^2, Luftraum 20 mm], jedoch gefaltet, Materialfläche / Prüffläche = 3",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,absorptive,0.5867,0.445,ptb,"PTB No. 560: Kunststoffolie, wie b 1.1-1 [PVC, 0,2 mm dick, 0,2 kg/m^2, Luftraum 20 mm], jedoch gefaltet, Materialfläche / Prüffläche = 3",0.0,0.13,0.51,0.66,0.59,0.3,0.0
ptb_0561_kunststoffolie_wie_b_1_1_3_pvc_0_2_mm_dick_0,"Kunststoffolie, wie b 1.1-3 [PVC, 0,2 mm dick, 0,2 kg/m^2, gefaltet, Materialfläche / Prüffläche = 3], jedoch Luftraum 100 mm",Floor,carpet_floor_absorber,floor,carpet_floor_absorber,absorptive,0.5967,0.485,ptb,"PTB No. 561: Kunststoffolie, wie b 1.1-3 [PVC, 0,2 mm dick, 0,2 kg/m^2, gefaltet, Materialfläche / Prüffläche = 3], jedoch Luftraum 100 mm",0.0,0.1,0.43,0.71,0.65,0.32,0.0
ptb_0562_faltplatten_aus_pvc_hart_mit_profiloberfl_che,"Faltplatten aus PVC-Hart mit Profiloberfläche, 1970 x 900 x 1,5 mm, Profilhöhe 16 mm, 1,75 kg / m², Prüffläche 3840 x 3300 mm mit geschlossener Umrandung, Lattung 50/50 mm mit 490 mm Abstand, Platten 100 mm überlappend, Wandabstand 400 mm, leer",Floor,plastic_vinyl_reflective,floor,plastic_vinyl_reflective,semi_reflective,0.1,0.11,ptb,"PTB No. 562: Faltplatten aus PVC-Hart mit Profiloberfläche, 1970 x 900 x 1,5 mm, Profilhöhe 16 mm, 1,75 kg / m², Prüffläche 3840 x 3300 mm mit geschlossener Umrandung, Lattung 50/50 mm mit 490 mm Abstand, Platten 100 mm überlappend, Wandabstand 400 mm, leer",0.24,0.28,0.11,0.08,0.11,0.11,0.0
ptb_0563_faltplatten_aus_pvc_hart_mit_profiloberfl_che,"Faltplatten aus PVC-Hart mit Profiloberfläche, 1970 x 900 x 1,5 mm, Profilhöhe 16 mm, 1,75 kg / m², Prüffläche 3840 x 3300 mm mit geschlossener Umrandung, Lattung 50/50 mm mit 490 mm Abstand, Platten 100 mm überlappend, Wandabstand 50 mm, leer",Floor,plastic_vinyl_reflective,floor,plastic_vinyl_reflective,reflective,0.09,0.05,ptb,"PTB No. 563: Faltplatten aus PVC-Hart mit Profiloberfläche, 1970 x 900 x 1,5 mm, Profilhöhe 16 mm, 1,75 kg / m², Prüffläche 3840 x 3300 mm mit geschlossener Umrandung, Lattung 50/50 mm mit 490 mm Abstand, Platten 100 mm überlappend, Wandabstand 50 mm, leer",0.06,0.52,0.2,0.04,0.03,0.07,0.0
ptb_0564_metallpaneele_aus_0_5_mm_alublech_85_mm_breit,"Metallpaneele aus 0,5 mm Alublech, 85 mm breit, freie Schlitzbreite zwischen Panellen 15 mm, 164 mm Abstand vor starrer Wand, hinterlegt mit 20 mm Mineralfaserplatte 2,5 kg/m^2, 60 Rayl",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,absorptive,0.57,0.215,ptb,"PTB No. 564: Metallpaneele aus 0,5 mm Alublech, 85 mm breit, freie Schlitzbreite zwischen Panellen 15 mm, 164 mm Abstand vor starrer Wand, hinterlegt mit 20 mm Mineralfaserplatte 2,5 kg/m^2, 60 Rayl",0.25,0.59,0.81,0.64,0.26,0.17,0.0
ptb_0565_metallkassette_625_x_625_mm_gelocht_lochdurch,"Metallkassette, 625 x 625 mm, gelocht, Lochdurchmesser 2,5 mm, Lochabstand 5,5 mm, Lochflächenanteil 16 %, hinterlegte Mineralfaserplatte, 20 mm dick, 2 kg / m², 60 Rayl, in 0,03 mm Polyäthylenfolie eingehüllt",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.8067,0.83,ptb,"PTB No. 565: Metallkassette, 625 x 625 mm, gelocht, Lochdurchmesser 2,5 mm, Lochabstand 5,5 mm, Lochflächenanteil 16 %, hinterlegte Mineralfaserplatte, 20 mm dick, 2 kg / m², 60 Rayl, in 0,03 mm Polyäthylenfolie eingehüllt",0.3,0.7,0.72,0.85,0.85,0.81,0.0
ptb_0566_metallkassette_625_x_625_mm_gelocht_lochdurch,"Metallkassette, 625 x 625 mm, gelocht, Lochdurchmesser 2,5 mm, Lochabstand 5,5 mm, Lochflächenanteil 16 %, hinterlegte Mineralfaserplatte, 20 mm dick, 2 kg / m², 60 Rayl, raumseitig oberflächenimprägniert",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.87,0.82,ptb,"PTB No. 566: Metallkassette, 625 x 625 mm, gelocht, Lochdurchmesser 2,5 mm, Lochabstand 5,5 mm, Lochflächenanteil 16 %, hinterlegte Mineralfaserplatte, 20 mm dick, 2 kg / m², 60 Rayl, raumseitig oberflächenimprägniert",0.17,0.71,0.95,0.79,0.87,0.77,0.0
ptb_0567_metall_lamellendecke_0_3_mm_aluminium_50_mm_b,"Metall-Lamellendecke, 0,3 mm Aluminium, 50 mm breit, Lamellenabstand 12,5 mm, auf Traglamellen, 6 mm dick, hinterlegte Mineralfaserplatte, raumseitig imprägniert, 20 mm dick, 3,2 kg / m, 90 Rayl, Wandabstand zur Lamellenunterseite 176 mm",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.92,0.745,ptb,"PTB No. 567: Metall-Lamellendecke, 0,3 mm Aluminium, 50 mm breit, Lamellenabstand 12,5 mm, auf Traglamellen, 6 mm dick, hinterlegte Mineralfaserplatte, raumseitig imprägniert, 20 mm dick, 3,2 kg / m, 90 Rayl, Wandabstand zur Lamellenunterseite 176 mm",0.0,0.89,1.0,0.88,0.88,0.61,0.0
ptb_0568_metall_lamellendecke_0_3_mm_aluminium_50_mm_b,"Metall-Lamellendecke, 0,3 mm Aluminium, 50 mm breit, Lamellenabstand 12,5 mm, auf Traglamellen, 6 mm dick, hinterlegte Mineralfaserplatte, raumseitig imprägniert, 20 mm dick, 3,2 kg / m, 90 Rayl, Wandabstand zur Lamellenunterseite 356 mm",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,highly_absorptive,0.85,0.79,ptb,"PTB No. 568: Metall-Lamellendecke, 0,3 mm Aluminium, 50 mm breit, Lamellenabstand 12,5 mm, auf Traglamellen, 6 mm dick, hinterlegte Mineralfaserplatte, raumseitig imprägniert, 20 mm dick, 3,2 kg / m, 90 Rayl, Wandabstand zur Lamellenunterseite 356 mm",0.0,0.99,0.75,0.92,0.88,0.7,0.0
ptb_0569_metallpaneel_aus_0_5_mm_aluminium_blech_auf_t,"Metallpaneel aus 0,5 mm Aluminium-Blech auf Tragschiene, Paneelbreite 85 mm, Paneelabstand 15 mm, hinterlegt mit Mineralfaserplatte mit 10 mm Abstand zur Paneelunterseite, Dicke 20 mm, Wandabstand zur Paneelunterseite 164 mm",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,absorptive,0.57,0.215,ptb,"PTB No. 569: Metallpaneel aus 0,5 mm Aluminium-Blech auf Tragschiene, Paneelbreite 85 mm, Paneelabstand 15 mm, hinterlegt mit Mineralfaserplatte mit 10 mm Abstand zur Paneelunterseite, Dicke 20 mm, Wandabstand zur Paneelunterseite 164 mm",0.0,0.59,0.81,0.64,0.26,0.17,0.0
ptb_0570_metallpaneel_aus_0_5_mm_aluminium_blech_auf_t,"Metallpaneel aus 0,5 mm Aluminium-Blech auf Tragschiene, Paneelbreite 85 mm, Paneelabstand 15 mm, hinterlegt mit Mineralfaserplatte mit 10 mm Abstand zur Paneelunterseite, Dicke 20 mm, Wandabstand zur Paneelunterseite 344 mm",Acoustic Treatment,porous_fiber_absorber,acoustic_treatment,porous_fiber_absorber,absorptive,0.5333,0.24,ptb,"PTB No. 570: Metallpaneel aus 0,5 mm Aluminium-Blech auf Tragschiene, Paneelbreite 85 mm, Paneelabstand 15 mm, hinterlegt mit Mineralfaserplatte mit 10 mm Abstand zur Paneelunterseite, Dicke 20 mm, Wandabstand zur Paneelunterseite 344 mm",0.0,0.78,0.68,0.66,0.26,0.22,0.0
ptb_0571_metallpaneeldecke_gelocht_mit_20_mm_dicken_si,"Metallpaneeldecke, gelocht, mit 20 mm dicken Sillan-Akustikplatten hinterlegt, Paneelbreite 85 mm, Paneelabstand 15 mm, Deckenabstand 35 cm",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7733,0.78,ptb,"PTB No. 571: Metallpaneeldecke, gelocht, mit 20 mm dicken Sillan-Akustikplatten hinterlegt, Paneelbreite 85 mm, Paneelabstand 15 mm, Deckenabstand 35 cm",0.6,0.82,0.7,0.79,0.83,0.73,0.0
ptb_0572_metallkassettendecke_gelocht_mit_20_mm_dicken,"Metallkassettendecke, gelocht, mit 20 mm dicken Sillan-Akustikplatten hinterlegt, Lochanteil ca. 15 %, Deckenabstand 35 cm",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.8,0.825,ptb,"PTB No. 572: Metallkassettendecke, gelocht, mit 20 mm dicken Sillan-Akustikplatten hinterlegt, Lochanteil ca. 15 %, Deckenabstand 35 cm",0.4,0.76,0.7,0.87,0.83,0.82,0.0
ptb_0573_aluminiumlamellendecke_mit_20_mm_dicken_silla,"Aluminiumlamellendecke, mit 20 mm dicken Sillan-Akustikplatten hinterlegt, Lamellenbreite 50 mm, Lamellenabstand 12,5 mm, Deckenabstand 35 cm",Acoustic Treatment,metal_reflective,acoustic_treatment,metal_reflective,highly_absorptive,0.86,0.805,ptb,"PTB No. 573: Aluminiumlamellendecke, mit 20 mm dicken Sillan-Akustikplatten hinterlegt, Lamellenbreite 50 mm, Lamellenabstand 12,5 mm, Deckenabstand 35 cm",0.85,0.97,0.75,0.92,0.91,0.7,0.0
ptb_0574_metallpaneeldecke_ungelocht_mit_20_mm_dicken,"Metallpaneeldecke, ungelocht, mit 20 mm dicken Sillan-Akustikplatten hinterlegt, Paneelbreite 85 mm, Paneelabstand 15 mm, Deckenabstand 35 cm",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.58,0.25,ptb,"PTB No. 574: Metallpaneeldecke, ungelocht, mit 20 mm dicken Sillan-Akustikplatten hinterlegt, Paneelbreite 85 mm, Paneelabstand 15 mm, Deckenabstand 35 cm",0.59,0.8,0.82,0.65,0.27,0.23,0.0
ptb_0575_metallplatte_gelocht_vliesabdeckung_5_cm_hohl,"Metallplatte, gelocht, Vliesabdeckung, 5 cm Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.9033,0.73,ptb,"PTB No. 575: Metallplatte, gelocht, Vliesabdeckung, 5 cm Hohlraum",0.26,0.75,0.95,0.97,0.79,0.67,0.0
ptb_0576_metallplatte_mikrogelocht_10_cm_hohlraum,"Metallplatte, mikrogelocht, 10 cm Hohlraum",Acoustic Treatment,perforated_panel_absorber,acoustic_treatment,perforated_panel_absorber,absorptive,0.5,0.225,ptb,"PTB No. 576: Metallplatte, mikrogelocht, 10 cm Hohlraum",0.1,0.25,0.65,0.55,0.3,0.15,0.0
ptb_0577_weichschaumstoffplatten_mit_strukturgewebe,Weichschaumstoffplatten mit Strukturgewebe,Acoustic Treatment,foam_absorber,acoustic_treatment,foam_absorber,highly_absorptive,0.7667,0.55,ptb,PTB No. 577: Weichschaumstoffplatten mit Strukturgewebe,0.37,0.95,0.95,0.75,0.6,0.5,0.0
ptb_0578_h_ngeelement_schaumstoff_vliesummantelung,"Hängeelement, Schaumstoff, Vliesummantelung",Acoustic Treatment,foam_absorber,acoustic_treatment,foam_absorber,absorptive,0.52,0.545,ptb,"PTB No. 578: Hängeelement, Schaumstoff, Vliesummantelung",0.08,0.17,0.42,0.58,0.56,0.53,0.0
ptb_0579_schaumstoffplatte_waffelstruktur_ohne_hohlrau,"Schaumstoffplatte, Waffelstruktur, ohne Hohlraum",Acoustic Treatment,foam_absorber,acoustic_treatment,foam_absorber,highly_absorptive,1.0,1.0,ptb,"PTB No. 579: Schaumstoffplatte, Waffelstruktur, ohne Hohlraum",0.36,0.6,1.0,1.0,1.0,1.0,0.0
